Date,SEMA.MI
2023-01-05,32.26499938964844
2023-01-06,32.56999969482422
2023-01-09,32.849998474121094
2023-01-10,32.71500015258789
2023-01-11,32.82500076293945
2023-01-12,32.8650016784668
2023-01-13,33.06999969482422
2023-01-16,32.95000076293945
2023-01-17,33.05500030517578
2023-01-18,32.974998474121094
2023-01-19,33.09000015258789
2023-01-20,33.3849983215332
2023-01-23,33.755001068115234
2023-01-24,33.630001068115234
2023-01-25,33.4900016784668
2023-01-26,33.900001525878906
2023-01-27,33.8650016784668
2023-01-30,33.43000030517578
2023-01-31,33.099998474121094
2023-02-01,33.150001525878906
2023-02-02,33.23500061035156
2023-02-03,33.11000061035156
2023-02-06,32.720001220703125
2023-02-07,32.75
2023-02-08,32.69499969482422
2023-02-09,33.0
2023-02-10,32.82500076293945
2023-02-13,32.92499923706055
2023-02-14,32.755001068115234
2023-02-15,32.61000061035156
2023-02-16,32.7400016784668
2023-02-17,32.349998474121094
2023-02-20,32.630001068115234
2023-02-21,32.13999938964844
2023-02-22,31.96500015258789
2023-02-23,32.165000915527344
2023-02-24,31.584999084472656
2023-02-27,31.665000915527344
2023-02-28,31.485000610351562
2023-03-01,31.905000686645508
2023-03-02,32.189998626708984
2023-03-03,32.44499969482422
2023-03-06,32.36000061035156
2023-03-07,32.10499954223633
2023-03-08,32.099998474121094
2023-03-09,31.649999618530273
2023-03-10,31.229999542236328
2023-03-13,30.889999389648438
2023-03-14,30.895000457763672
2023-03-15,30.6299991607666
2023-03-16,30.9950008392334
2023-03-17,30.80500030517578
2023-03-20,30.69499969482422
2023-03-21,30.764999389648438
2023-03-22,31.06999969482422
2023-03-23,31.389999389648438
2023-03-24,31.295000076293945
2023-03-27,31.06999969482422
2023-03-28,31.364999771118164
2023-03-29,31.559999465942383
2023-03-30,31.65999984741211
2023-03-31,31.795000076293945
2023-04-03,31.635000228881836
2023-04-04,31.459999084472656
2023-04-05,31.31999969482422
2023-04-06,31.40999984741211
2023-04-11,31.809999465942383
2023-04-12,31.424999237060547
2023-04-13,31.53499984741211
2023-04-14,31.475000381469727
2023-04-17,31.834999084472656
2023-04-18,31.764999389648438
2023-04-19,31.424999237060547
2023-04-20,31.434999465942383
2023-04-21,31.0049991607666
2023-04-24,30.770000457763672
2023-04-25,30.55500030517578
2023-04-26,30.5049991607666
2023-04-27,30.770000457763672
2023-04-28,30.975000381469727
2023-05-02,30.645000457763672
2023-05-03,30.584999084472656
2023-05-04,30.84000015258789
2023-05-05,31.110000610351562
2023-05-08,31.2549991607666
2023-05-09,31.174999237060547
2023-05-10,31.165000915527344
2023-05-11,31.06999969482422
2023-05-12,31.030000686645508
2023-05-15,31.475000381469727
2023-05-16,31.459999084472656
2023-05-17,31.530000686645508
2023-05-18,31.584999084472656
2023-05-19,31.540000915527344
2023-05-22,31.850000381469727
2023-05-23,31.649999618530273
2023-05-24,31.280000686645508
2023-05-25,31.295000076293945
2023-05-26,31.80500030517578
2023-05-29,31.65999984741211
2023-05-30,31.475000381469727
2023-05-31,31.145000457763672
2023-06-01,31.145000457763672
2023-06-02,32.279998779296875
2023-06-05,32.18000030517578
2023-06-06,32.5
2023-06-07,32.564998626708984
2023-06-08,32.415000915527344
2023-06-09,32.69499969482422
2023-06-12,32.709999084472656
2023-06-13,32.959999084472656
2023-06-14,32.959999084472656
2023-06-15,32.95500183105469
2023-06-16,32.95000076293945
2023-06-19,32.790000915527344
2023-06-20,32.349998474121094
2023-06-21,32.040000915527344
2023-06-22,31.950000762939453
2023-06-23,31.684999465942383
2023-06-26,31.75
2023-06-27,31.895000457763672
2023-06-28,31.81999969482422
2023-06-29,31.795000076293945
2023-06-30,31.975000381469727
2023-07-03,32.34000015258789
2023-07-04,32.55500030517578
2023-07-05,32.26499938964844
2023-07-06,31.545000076293945
2023-07-07,31.725000381469727
2023-07-10,31.614999771118164
2023-07-11,31.81999969482422
2023-07-12,32.220001220703125
2023-07-13,32.3849983215332
2023-07-14,32.25
2023-07-17,32.119998931884766
2023-07-18,32.04999923706055
2023-07-19,32.1349983215332
2023-07-20,31.96500015258789
2023-07-21,32.06999969482422
2023-07-24,32.59000015258789
2023-07-25,32.904998779296875
2023-07-26,32.904998779296875
2023-07-27,33.17499923706055
2023-07-28,33.55500030517578
2023-07-31,33.584999084472656
2023-08-01,33.3650016784668
